816199                    1	4	0	OLEO
2TD971249                 1	0	0	SENSOR
APC/  052813/A0           1	4	0	OLEO
3958560                   1	0	0	SENSOR
BG5X19589BAX              1	4	0	OLEO
395856000                 1	0	0	SENSOR
BG5X19589BAXX             1	4	0	OLEO
5000711                   1	0	0	SENSOR
BG5X19589BAXXX            1	4	0	OLEO
BF0X 9J308AA              1	0	0	SENSOR
BG5X19589BAXXXXX          1	4	0	OLEO
3000880                   3	6	0	OLEO 80W90
51342	1	0	VEDADOR
7200 3	6	0	OLEO 80W90
2S0525275	1	0	VEDADOR
APC/  052812/A0           3	6	0	OLEO 80W90
2S0525275A	1	0	VEDADOR
BG5X19589AA               3	6	0	OLEO 80W90
A11205Z2730	1	0	VEDADOR
041062                    1	4	0	OLEO
BG5X4676CAX	1	0	VEDADOR
APC052813A0               1	4	0	OLEO
BRAA11205Z2730	1	0	VEDADOR
BG5X19589BA               1	4	0	OLEO
MB3X4676DA	1	0	VEDADOR
BG5X19589BAXXXX           1	4	0	OLEO
TE3525275	1	0	VEDADOR
BR0174                    1	4	0	OLEO
VA107-2220	1	0	VEDADOR
SAE40                     1	4	0	OLEO
39.001	1	0	ADAPTADOR
51334	1	0	VEDADOR
3965053	1	0	ADAPTADOR
BG5X4676CA	1	0	VEDADOR
395911300	6	0	SENSOR
MB3X/    4676/D	1	0	VEDADOR
BG4X9J308AA	6	0	SENSOR
2R0971759	6	0	SENSOR
BG4X9J308AAX	6	0	SENSOR
395855800	6	0	SENSOR
1059	4	0	ELEMENTO FILT
395856000	6	0	SENSOR
1123000	4	0	ELEMENTO FILT
5000711	6	0	SENSOR
2055673	4	0	ELEMENTO FILT
98BU9J308AA	6	0	SENSOR
22658	4	0	ELEMENTO FILT
BF0X9J308AA	6	0	SENSOR
4023	4	0	ELEMENTO FILT
KR5002	6	0	SENSOR
A5031	4	0	ELEMENTO FILT
99648	4	0	ELEMENTO FILT
ARS5673	4	0	ELEMENTO FILT
1020500	4	0	ELEMENTO FILT
BG1X9601AA	4	0	ELEMENTO FILT
2S2129620	4	0	ELEMENTO FILT
C21470	4	0	ELEMENTO FILT
4127	4	0	ELEMENTO FILT
CA9369	4	0	ELEMENTO FILT
897	4	0	ELEMENTO FILT
CA9369C	4	0	ELEMENTO FILT
AR2569	4	0	ELEMENTO FILT
FA5673	4	0	ELEMENTO FILT
BG9X9601AA	4	0	ELEMENTO FILT
HD2261	4	0	ELEMENTO FILT
BG9X9601AAX	4	0	ELEMENTO FILT
JZV129620A	4	0	ELEMENTO FILT
FAR5673	4	0	ELEMENTO FILT
LX2533	4	0	ELEMENTO FILT
HD5673	4	0	ELEMENTO FILT
MB9X9601AA	4	0	ELEMENTO FILT
WAP102	4	0	ELEMENTO FILT
P621513	4	0	ELEMENTO FILT
36663	1	0	CONECTOR
UARS5673P	4	0	ELEMENTO FILT
79111	1	0	CONECTOR
VA6192-143	4	0	ELEMENTO FILT
2Z0145877	1	0	CONECTOR
VA6192-421	4	0	ELEMENTO FILT
4988138	1	0	CONECTOR
WA10529	4	0	ELEMENTO FILT
97971	1	0	MANGUEIRA
XL2121	4	0	ELEMENTO FILT
BH1X9K614CA	1	0	MANGUEIRA
2Z0/  145877/	1	0	CONECTOR
10940	2	0	RESFRIADOR
BH0X/    2876/A	1	0	CONECTOR
BK3Q6B624CA	1	0	RESFRIADOR
BH0X2876AA	1	0	CONECTOR
BK3Q6B624CB	1	0	RESFRIADOR
BH0X2876AAX	1	0	CONECTOR
BK3Q6B624CD	1	0	RESFRIADOR
VA26390-1	1	0	CONECTOR
BK3Z6881D	1	0	RESFRIADOR
1088	1	0	MANGUEIRA
BK3Z6881D	2	0	RESFRIADOR
10940	1	0	RESFRIADOR
BK3Z6881DX	1	0	RESFRIADOR
BK3Q6B624CA	2	0	RESFRIADOR
DC468A080AA	1	0	RESERVAT
BK3Q6B624CB	2	0	RESFRIADOR
DC468A080AB	1	0	RESERVAT
BK3Q6B624CC	2	0	RESFRIADOR
2484	2	0	VEDADOR
BK3Q6B624CD	2	0	RESFRIADOR
02484BGE	2	0	VEDADOR
BH5X2D244AA	1	0	KIT CHICOTE
47571	2	0	VEDADOR
BH5X2D244AAX	1	0	KIT CHICOTE
47572	2	0	VEDADOR
1207	1	0	RESERVAT
E5HT/1190DAP	2	0	VEDADOR
E5HT1190DAX	2	0	VEDADOR
VA694-1050	2	0	VEDADOR
T16407641	2	0	VEDADOR
02483BGE	4	0	VEDADOR
T16407641A	2	0	VEDADOR
5399E	4	0	VEDADOR
VA694-700	2	0	VEDADOR
T11407641A	4	0	VEDADOR
VA694-987	2	0	VEDADOR
VA705-700	4	0	VEDADOR
0513N	4	0	VEDADOR
EC451175AC	2	0	RETENTOR
2483	4	0	VEDADOR
EC459275AA	1	0	BOIA TANQUE
5399	4	0	VEDADOR
EC459275ABX	1	0	BOIA TANQUE
EC451175AB	2	0	RETENTOR
104507BR2	1	0	PLATO E DISCO
EC459275AA	1	0	BOIA TANQUE
1,18E+11	1	0	PLATO E DISCO
EC459275AB	1	0	BOIA TANQUE
130306	1	0	PLATO E DISCO
EC459275AB	1	0	BOIA TANQUE
1585	1	0	PLATO E DISCO
EC459275ABXX	1	0	BOIA TANQUE
21123	1	0	PLATO E DISCO
5249	1	0	PLATO E DISCO
228290	1	0	PLATO E DISCO
104506BR2	1	0	PLATO E DISCO
228311	1	0	PLATO E DISCO
104506BR-2	1	0	PLATO E DISCO
2P0141025C	1	0	PLATO E DISCO
132	1	0	PLATO E DISCO
2R0141025A	1	0	PLATO E DISCO
14081001	1	0	PLATO E DISCO
2R0198149A	1	0	PLATO E DISCO
1669326	1	0	PLATO E DISCO
2UH141025D	1	0	PLATO E DISCO
2P0141025B	1	0	PLATO E DISCO
2VD141025	1	0	PLATO E DISCO
2P0141031	1	0	PLATO E DISCO
2VD141031A	1	0	PLATO E DISCO
2R0141031A	1	0	PLATO E DISCO
321752	1	0	PLATO E DISCO
2R0198149	1	0	PLATO E DISCO
330611948	1	0	PLATO E DISCO
2RD141031	1	0	PLATO E DISCO
3400000516	1	0	PLATO E DISCO
2RD141031B	1	0	PLATO E DISCO
39771	1	0	PLATO E DISCO
2SB141025D	1	0	PLATO E DISCO
489746M92	1	0	PLATO E DISCO
2UH141025	1	0	PLATO E DISCO
4C457502AB	1	0	PLATO E DISCO
2VD141025A	1	0	PLATO E DISCO
5585	1	0	PLATO E DISCO
2VD141031	1	0	PLATO E DISCO
6,01E+12	1	0	PLATO E DISCO
4C457563AA	1	0	PLATO E DISCO
6,02E+12	1	0	PLATO E DISCO
6,01E+12	1	0	PLATO E DISCO
64657352	1	0	PLATO E DISCO
6142	1	0	PLATO E DISCO
6585	1	0	PLATO E DISCO
633304400	1	0	PLATO E DISCO
7145817	1	0	PLATO E DISCO
6333060000	1	0	PLATO E DISCO
7AS56913	1	0	PLATO E DISCO
70020011	1	0	PLATO E DISCO
83TY7563AA	1	0	PLATO E DISCO
93406360	1	0	PLATO E DISCO
9,03E+11	1	0	PLATO E DISCO
94657352	1	0	PLATO E DISCO
93230957	1	0	PLATO E DISCO
JZV198149A	1	0	PLATO E DISCO
96HU7563BA	1	0	PLATO E DISCO
MM5X7540AA	1	0	PLATO E DISCO
BD0D7563A	1	0	PLATO E DISCO
T2D141025A	1	0	PLATO E DISCO
BF9T7563AA	1	0	PLATO E DISCO
2S0103383D	1	0	JUNTA DO CABECOTE STD
BG1T7563AA	1	0	PLATO E DISCO
2TD103383A	1	0	JUNTA DO CABECOTE STD
CC457502EA	1	0	PLATO E DISCO
3283335T	1	0	JUNTA DO CABECOTE STD
T2D141025	1	0	PLATO E DISCO
3917357	1	0	JUNTA DO CABECOTE STD
78349	1	0	JUNTA DO CABECOTE STD
60406SC	1	0	JUNTA DO CABECOTE STD
2T0103383A	1	0	JUNTA DO CABECOTE STD
83105OIL	1	0	JUNTA DO CABECOTE STD
3282805	1	0	JUNTA DO CABECOTE STD
BF0X6051AA	1	0	JUNTA DO CABECOTE STD
3283570	1	0	JUNTA DO CABECOTE STD
MB3X6051CA	1	0	JUNTA DO CABECOTE STD
3917358	1	0	JUNTA DO CABECOTE STD
VA1722-2101*2	1	0	JUNTA DO CABECOTE STD
3921394	1	0	JUNTA DO CABECOTE STD
AN049-1	2	0	AMORTECEDOR
BF0X6051AB	1	0	JUNTA DO CABECOTE STD
E5HT5K407AA	2	0	AMORTECEDOR
TRA103383	1	0	JUNTA DO CABECOTE STD
VA14053-1050	1	0	ALAVANCA
2S0899515	2	0	AMORTECEDOR
188	2	0	VEDADOR
B.47585	2	0	AMORTECEDOR
2992722	2	0	VEDADOR
TJG899515	2	0	AMORTECEDOR
2992722	2	0	VEDADOR
TJG899515X	2	0	AMORTECEDOR
2RD407641	2	0	VEDADOR
XC352783AAX	1	0	ALAVANCA
VA362	2	0	VEDADOR
00188BA	2	0	VEDADOR
XC451190A2AX	2	0	VEDADOR
0134N	2	0	VEDADOR
TMJ711351                 1	2	0	COBERTURA
188	2	0	VEDADOR
XC457D290AA               1	2	0	COBERTURA
0188BA	2	0	VEDADOR
194625A	1	0	SUPORTE
R70188BA	2	0	VEDADOR
2R0721503B	1	0	SUPORTE
2RR711351                 1	2	0	COBERTURA
4C459F836AA	1	0	SUPORTE
2R0721135D	1	0	SUPORTE
82228	1	0	PEDAL DO ACELERADOR
2R0971125	1	0	SUPORTE
2R0721503	1	0	PEDAL DO ACELERADOR
2R0721135D	1	0	PEDAL DO ACELERADOR
2R0721503B	1	0	PEDAL DO ACELERADOR
4C459F836AA	1	0	PEDAL DO ACELERADOR
2R0971125	1	0	PEDAL DO ACELERADOR
2R0721135D	1	0	CHICOTE
4C459F836AA	1	0	CHICOTE
2R0721503B	1	0	CHICOTE
CC455A262AB	8	0	COXIM ESCAPAMENTO
5.000.713	1	0	CHICOTE
GC455A262AAX	8	0	COXIM ESCAPAMENTO
5000713	1	0	CHICOTE
WS1359	8	0	COXIM ESCAPAMENTO
GC4Z5A262A	8	0	COXIM ESCAPAMENTO
99014	1	0	GUARNICAO DA PORTA
99014	1	0	GUARNICAO DA PORTA
EC457020530AA	1	0	GUARNICAO DA PORTA
3C46E20530AA	1	0	GUARNICAO DA PORTA
EC457020530AB	1	0	GUARNICAO DA PORTA
3C46E20530AA	1	0	GUARNICAO DA PORTA
EC4Z7020530A	1	0	GUARNICAO DA PORTA
DC46E20530AA	1	0	GUARNICAO DA PORTA
5014938	1	0	TERMINAL FLANGE DO DIFERENCIAL
EC457020530AB	1	0	GUARNICAO DA PORTA
9787	2	0	VALVULA REGULADORA PRESSAO OLEO LUB MODELO CUMMINS
EC4Z7020530A	1	0	GUARNICAO DA PORTA
9787	2	0	VALVULA REGULADORA PRESSAO OLEO LUB MODELO CUMMINS
FD1154B	1	0	GUARNICAO DA PORTA
3933615	2	0	VALVULA REGULADORA PRESSAO OLEO LUB MODELO CUMMINS
FD1154B	1	0	GUARNICAO DA PORTA
5072502	2	0	VALVULA REGULADORA PRESSAO OLEO LUB MODELO CUMMINS
2RL115419	2	0	VALVULA REGULADORA PRESSAO OLEO LUB MODELO CUMMINS
5072502	2	0	VALVULA REGULADORA PRESSAO OLEO LUB MODELO CUMMINS
3933615	2	0	VALVULA REGULADORA PRESSAO OLEO LUB MODELO CUMMINS
75289656	2	0	VALVULA REGULADORA PRESSAO OLEO LUB MODELO CUMMINS
3936365	2	0	VALVULA REGULADORA PRESSAO OLEO LUB MODELO CUMMINS
BG2X6674AA	2	0	VALVULA REGULADORA PRESSAO OLEO LUB MODELO CUMMINS
3936365	2	0	VALVULA REGULADORA PRESSAO OLEO LUB MODELO CUMMINS
BG2X6674AA	2	0	VALVULA REGULADORA PRESSAO OLEO LUB MODELO CUMMINS
75289656	2	0	VALVULA REGULADORA PRESSAO OLEO LUB MODELO CUMMINS
BG2X6674AAX	2	0	VALVULA REGULADORA PRESSAO OLEO LUB MODELO CUMMINS
BG2X6674AAXX	2	0	VALVULA REGULADORA PRESSAO OLEO LUB MODELO CUMMINS
BG2X6674AAX	2	0	VALVULA REGULADORA PRESSAO OLEO LUB MODELO CUMMINS
3283767	2	0	JUNTA TAMPA LATERAL DOS TUCHOS MOD CUMMINS 4BTAA
VA8080-265	2	0	VALVULA REGULADORA PRESSAO OLEO LUB MODELO CUMMINS
BF5T6584BA	2	0	JUNTA TAMPA LATERAL DOS TUCHOS MOD CUMMINS 4BTAA
VA8080-265	2	0	VALVULA REGULADORA PRESSAO OLEO LUB MODELO CUMMINS
3902468	2	0	TAMPA ENCHIMENTO OLEO MOTOR 6CT 8.3 MODELO CUMMINS
78362	2	0	JUNTA TAMPA LATERAL DOS TUCHOS MOD CUMMINS 4BTAA
59911	2	0	PARAFUSO ESCAPE MODELO CUMMINS ISB 4 E
3928831	2	0	JUNTA TAMPA LATERAL DOS TUCHOS MOD CUMMINS 4BTAA
3944655	4	0	PARAFUSO ESCAPE MODELO CUMMINS ISB 4 E
58314640	2	0	JUNTA TAMPA LATERAL DOS TUCHOS MOD CUMMINS 4BTAA
4895219	2	0	PARAFUSO ESCAPE MODELO CUMMINS ISB 4 E
59911	4	0	PARAFUSO ESCAPE MODELO CUMMINS ISB 4 E
4895219	4	0	PARAFUSO ESCAPE MODELO CUMMINS ISB 4 E
2RD199120AN	2	0	PARAFUSO ESCAPE MODELO CUMMINS ISB 4 E
BG5X1055GA	2	0	PARAFUSO ESCAPE MODELO CUMMINS ISB 4 E
2RD199120AN	4	0	PARAFUSO ESCAPE MODELO CUMMINS ISB 4 E
BG5X1055GAX	4	0	PARAFUSO ESCAPE MODELO CUMMINS ISB 4 E
3895219	2	0	PARAFUSO ESCAPE MODELO CUMMINS ISB 4 E
2T2198011	1	0	JG JUNTAS INFERIOR MODELO CUMMINS ISC 8.3
3895219	4	0	PARAFUSO ESCAPE MODELO CUMMINS ISB 4 E
5294895	1	0	JG JUNTAS INFERIOR MODELO CUMMINS ISC 8.3
3944655	2	0	PARAFUSO ESCAPE MODELO CUMMINS ISB 4 E
BG5X6008DA	1	0	JG JUNTAS INFERIOR MODELO CUMMINS ISC 8.3
BG5X1055GA	4	0	PARAFUSO ESCAPE MODELO CUMMINS ISB 4 E
BG5X6008DAX	1	0	JG JUNTAS INFERIOR MODELO CUMMINS ISC 8.3
BG5X1055GAXX	2	0	PARAFUSO ESCAPE MODELO CUMMINS ISB 4 E
2S0103383	1	0	JG DE JUNTAS SUPERIOR MODELO CUMMINS 6BTAA 5.9
4089759	1	0	JG JUNTAS INFERIOR MODELO CUMMINS ISC 8.3
3804897	1	0	JG DE JUNTAS SUPERIOR MODELO CUMMINS 6BTAA 5.9
5294893	1	0	JG JUNTAS INFERIOR MODELO CUMMINS ISC 8.3
5308448	1	0	JG DE JUNTAS SUPERIOR MODELO CUMMINS 6BTAA 5.9
JI-314	1	0	JG JUNTAS INFERIOR MODELO CUMMINS ISC 8.3
BF5X6008DXX	1	0	JG DE JUNTAS SUPERIOR MODELO CUMMINS 6BTAA 5.9
155154	1	0	JG DE JUNTAS SUPERIOR MODELO CUMMINS 6BTAA 5.9
BH2X6W051AA	1	0	JG DE JUNTAS SUPERIOR MODELO CUMMINS 6BTAA 5.9
BF0X6W051AA	1	0	JG DE JUNTAS SUPERIOR MODELO CUMMINS 6BTAA 5.9
VA1879-2171	1	0	JG DE JUNTAS SUPERIOR MODELO CUMMINS 6BTAA 5.9
BH2X6W051AAX	1	0	JG DE JUNTAS SUPERIOR MODELO CUMMINS 6BTAA 5.9
2RL130797                 1	4	0	ANEL VEDACAO TAMPA LATERAL DOS TUCHOS
MF3804897	1	0	JG DE JUNTAS SUPERIOR MODELO CUMMINS 6BTAA 5.9
3928759                   1	4	0	ANEL VEDACAO TAMPA LATERAL DOS TUCHOS
TRA198009	1	0	JG DE JUNTAS SUPERIOR MODELO CUMMINS 6BTAA 5.9
2T2121004	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
20193	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
2T2121004A	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
20193	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
2T2121004A	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
2T2121004	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
2T2121004B	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
2T2121004B	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
3940386	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
3940386	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
3973114	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
3973114	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
4089647	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
4089647	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
4934058	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
4089647T	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
5291445	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
4089647T	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
5291445	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
452010	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
5295000	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
452010	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
BA12010	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
4934058	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
BG6X8501AA	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
4945053	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
BG6X8501AA	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
4945053	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
BH2X8501BA	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
5295000	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
BH2X8501BA	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
5308191	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
BH2X8501BAX	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
7000452010	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
BH2X8501BAX	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
7000452010	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
GMBA6708	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
90000336	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
GMBA6708	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
90000336	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
UB0735	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
BG7X8501AA	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
UB708	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
BG7X8501AA	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
VA20460-2101*1	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
MM101570E	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
VA20460-345	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
MM101570E	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
2160.02                   1	2	0	CUICA SPRING BREAK 8 X 8 TIPO 30 X 30 301206751
UB0735	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
216002                    1	2	0	CUICA SPRING BREAK 8 X 8 TIPO 30 X 30 301206751
UB708	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
4606/009                  1	2	0	CUICA SPRING BREAK 8 X 8 TIPO 30 X 30 301206751
VA20460-2101*1	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
BG4X2225AA                1	2	0	CUICA SPRING BREAK 8 X 8 TIPO 30 X 30 301206751
VA20460-237	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
BG4X2225AAX               1	2	0	CUICA SPRING BREAK 8 X 8 TIPO 30 X 30 301206751
VA20460-237	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
2SU498721	1	0	ROLAMENTO COLUNA DIRECAO
VA20460-345	1	0	BOMBA AGUA MODELO CUMMINS ISC 8.3
5606	1	0	ROLAMENTO COLUNA DIRECAO
2P0103196A	1	0	ANEL DE VEDACAO BUJAO CARTER ISF
TKT419517	1	0	ROLAMENTO COLUNA DIRECAO
4995185	1	0	ANEL DE VEDACAO BUJAO CARTER ISF
TKT419517X	1	0	ROLAMENTO COLUNA DIRECAO
43-428                    1	2	0	CUICA SPRING BREAK 8 X 8 TIPO 30 X 30 301206751
VA21892-2568	1	0	ROLAMENTO COLUNA DIRECAO
5019499                   1	2	0	CUICA SPRING BREAK 8 X 8 TIPO 30 X 30 301206751
WZ5606	1	0	ROLAMENTO COLUNA DIRECAO
7902/02                   1	2	0	CUICA SPRING BREAK 8 X 8 TIPO 30 X 30 301206751
52530	1	0	VARETA NIVEL OLEO MOTOR
816.5026-0                1	2	0	CUICA SPRING BREAK 8 X 8 TIPO 30 X 30 301206751
114232	1	0	VARETA NIVEL OLEO MOTOR
81650260                  1	2	0	CUICA SPRING BREAK 8 X 8 TIPO 30 X 30 301206751
3353516	1	0	TUBO RETORNO TURBINA
BG5X2225AA                1	2	0	CUICA SPRING BREAK 8 X 8 TIPO 30 X 30 301206751
3907454	1	0	TUBO RETORNO TURBINA
BZ0015                    1	2	0	CUICA SPRING BREAK 8 X 8 TIPO 30 X 30 301206751
3934079	1	0	SUPORTE MEIA LUA COMPRESSOR AR
CUICA 30X30               1	2	0	CUICA SPRING BREAK 8 X 8 TIPO 30 X 30 301206751
9491	4	0	JUNTA CARC. VALV.TERMOSTATICA
FM0456S30AP30AS           1	2	0	CUICA SPRING BREAK 8 X 8 TIPO 30 X 30 301206751
2RK121809	4	0	JUNTA CARC. VALV.TERMOSTATICA
54113	1	0	ROLAMENTO COLUNA DIRECAO
2R0103196C	3	0	RETENTOR DE OLEO
54113	1	0	ROLAMENTO COLUNA DIRECAO
5801483583	3	0	RETENTOR DE OLEO
2SU498721	1	0	ROLAMENTO COLUNA DIRECAO
3C453C140AA	2	0	BRACO DA BARRA ESTABILIZADORA
5606	1	0	ROLAMENTO COLUNA DIRECAO
VA10941-270	2	0	BRACO DA BARRA ESTABILIZADORA
81DB3517A2B	1	0	ROLAMENTO COLUNA DIRECAO
VA10941-375	2	0	BRACO DA BARRA ESTABILIZADORA
TKT419517	1	0	ROLAMENTO COLUNA DIRECAO
NFU350476KB	7	0	CONEXAO
VA21892-2568	1	0	ROLAMENTO COLUNA DIRECAO
3922639	2	0	PARAFUSO
